lem,index,token,stem,pos,counts
gluttony,27480,gluttony,gluttoni,NN,2
macau,25458,macau,macau,NN,2
funhouse,38119,funhouse,funhous,NN,2
thrower,56807,thrower,thrower,NN,2
dirt,42624,dirt,dirt,NN,2
wildfire,13894,wildfire,wildfir,NN,2
microphone,68714,microphone,microphon,NN,2
disapproval,123507,disapproval,disapprov,NN,2
frigidity,14699,frigidity,frigid,NN,2
flamenco,82269,flamenco,flamenco,NN,2
bestseller,32395,bestseller,bestsel,NN,2
thunder,650,thunder,thunder,NN,2
gotham,8,gotham,gotham,NN,2
liposuction,94037,liposuction,liposuct,NN,2
fjord,35053,fjord,fjord,NN,2
bern,90519,bern,bern,NN,2
dalmatian,116663,dalmatian,dalmatian,JJ,2
bio,20513,bio,bio,NN,2
assume,12474,assumed,assum,VB,2
linux,130378,linux,linux,NN,2
friendly,14078,friendly,friendli,RB,2
submissiveness,39699,submissiveness,submiss,NN,2
midget,28087,midget,midget,NN,2
friki,3436,friki,friki,NN,2
lizzie,15687,lizzie,lizzi,NN,2
frog,3952,frog,frog,NN,2
township,26722,township,township,NN,2
sexappeal,106758,sexappeal,sexapp,NN,2
loft,71496,loft,loft,NN,2
betrayed,38561,betrayed,betray,NN,2
goodbye,26216,goodbye,goodby,NN,2
towel,62323,towel,towel,NN,2
locust,88461,locust,locust,NN,2
locomotive,54373,locomotive,locomot,JJ,2
google,47755,google,googl,NN,2
boundary,62104,boundary,boundari,NN,2
llama,41545,llama,llama,NN,2
suburbian,94311,suburbian,suburbian,JJ,2
bouncer,15374,bouncer,bouncer,NN,2
surgical,28462,surgical,surgic,JJ,2
flare,13189,flare,flare,NN,2
withdrawal,118607,withdrawal,withdraw,NN,2
lucha,5397,lucha,lucha,NN,2
lobotomy,60119,lobotomy,lobotomi,NN,2
signal,84248,signal,signal,NN,2
linguistics,25220,linguistics,linguist,NN,2
grace,97392,grace,grace,NN,2
subversive,71970,subversive,subvers,NN,2
limp,61031,limp,limp,NN,2
brief,68967,briefs,brief,NN,2
firecracker,22677,firecracker,firecrack,NN,2
approve,98998,approved,approv,VB,2
liberal,60686,liberal,liber,JJ,2
swift,9978,swift,swift,NN,2
subject,14080,subjects,subject,NN,2
fingerprint,67481,fingerprint,fingerprint,NN,2
mile,30105,miles,mile,NN,2
beekeeper,7504,beekeeper,beekeep,NN,2
greedy,8623,greedy,greedi,NN,2
fine,48165,fine,fine,NN,2
disobey,35886,disobeying,disobey,VB,2
atari,44486,atari,atari,NN,2
lex,75496,lex,lex,NN,2
greenpeace,43517,greenpeace,greenpeac,NN,2
thorror,78647,thorror,thorror,NN,2
milf,14329,milf,milf,NN,2
frenemies,73588,frenemies,frenemi,NN,2
daddy,10371,daddys,daddi,NN,2
freezexa,65227,freezexa,freezexa,NN,2
subliminal,13135,subliminal,sublimin,JJ,2
gras,64943,gras,gra,NN,2
lifeboat,44972,lifeboat,lifeboat,NN,2
friday,17402,friday,friday,NN,2
settler,69883,settler,settler,NN,2
viii,80719,viii,viii,NN,2
behavioral,40887,behavioral,behavior,JJ,2
waffle,38277,waffle,waffl,NN,2
freud,60971,freud,freud,NN,2
thrissur,39563,thrissur,thrissur,NN,2
wight,103867,wight,wight,NN,2
lieutenant,22490,lieutenant,lieuten,NN,2
tracker,5806,tracker,tracker,NN,2
grandmaster,64575,grandmaster,grandmast,NN,2
midwife,1112,midwife,midwif,NN,2
simulated,76029,simulated,simul,JJ,2
thrill,46888,thrilling,thrill,VB,2
dairy,97437,dairy,dairi,NN,2
firefighting,8800,firefighting,firefight,VB,2
disillusion,30112,disillusion,disillus,NN,2
disillusionment,59988,disillusionment,disillusion,NN,2
metronome,6533,metronome,metronom,NN,2
flamingo,48086,flamingo,flamingo,NN,2
tightrope,34002,tightrope,tightrop,NN,2
daycare,56562,daycare,daycar,NN,2
bremen,72008,bremen,bremen,NN,2
goggles,27107,goggles,goggl,NN,2
flint,14353,flint,flint,NN,2
godzilla,5022,godzilla,godzilla,NN,2
boyband,3679,boyband,boyband,NN,2
flea,34730,flea,flea,NN,2
lorry,97633,lorry,lorri,NN,2
fuel,65380,fuel,fuel,NN,2
loveless,20870,loveless,loveless,NN,2
lovehate,113157,lovehate,loveh,NN,2
davis,30106,davis,davi,NN,2
arabisraeli,58047,arabisraeli,arabisra,NN,2
fraternal,1806,fraternal,fratern,JJ,2
win,43843,winning,win,VB,2
timebomb,100968,timebomb,timebomb,NN,2
goddess,116249,goddess,goddess,NN,2
frankfurtoder,119754,frankfurtoder,frankfurtod,NN,2
flemish,85184,flemish,flemish,JJ,2
flick,1748,flick,flick,NN,2
daughterinlaw,28394,daughterinlaw,daughterinlaw,NN,2
louse,17549,lice,lice,NN,2
metacinema,2944,metacinema,metacinema,NN,2
david,7872,david,david,NN,2
meta,3855,meta,meta,NN,2
wimbledon,20329,wimbledon,wimbledon,NN,2
sibiria,124930,sibiria,sibiria,NN,2
aspiration,10664,aspiration,aspir,NN,2
shu,45350,shu,shu,NN,2
gokart,1828,gokart,gokart,NN,2
gnu,130379,gnu,gnu,NN,2
goldfish,31675,goldfish,goldfish,NN,2
flatulence,128532,flatulence,flatul,NN,2
dignity,71133,dignity,digniti,NN,2
digital,3346,digital,digit,NN,2
wit,22202,wits,wit,NN,2
sexycomedia,83075,sexycomedia,sexycomedia,NN,2
devote,12943,devoted,devot,VB,2
lolita,98523,lolita,lolita,NN,2
mercilessness,65203,mercilessness,merciless,NN,2
frustration,56740,frustration,frustrat,NN,2
metro,32205,metro,metro,NN,2
flatsharing,41304,flatsharing,flatshar,VB,2
sidewalk,75379,sidewalk,sidewalk,NN,2
golem,16670,golem,golem,NN,2
fungus,27146,fungus,fungu,NN,2
standin,3017,standin,standin,NN,1
yee,137669,yee,yee,NN,1
tailandia,63762,tailandia,tailandia,NN,1
zumaia,43098,zumaia,zumaia,NN,1
superficial,32186,superficial,superfici,JJ,1
underpass,63116,underpass,underpass,NN,1
wannabe,8901,wannabe,wannab,NN,1
wanderhure,71932,wanderhure,wanderhur,NN,1
unexplained,23294,unexplained,unexplain,JJ,1
roanoke,69119,roanoke,roanok,NN,1
yoakam,138254,yoakam,yoakam,NN,1
unexploded,129053,unexploded,unexplod,JJ,1
walmart,105816,walmart,walmart,NN,1
relapse,53785,relapse,relaps,NN,1
rekindle,6161,rekindled,rekindl,VB,1
stamen,95297,stamina,stamina,NN,1
waxwork,101994,waxwork,waxwork,NN,1
warbird,65480,warbird,warbird,NN,1
stallman,130384,stallman,stallman,NN,1
superbike,14938,superbike,superbik,NN,1
regulation,58383,regulation,regul,NN,1
tambourine,60912,tambourine,tambourin,NN,1
vanishes,120792,vanishes,vanish,NN,1
underestimated,46840,underestimated,underestim,JJ,1
zombification,72988,zombification,zombif,NN,1
stash,119454,stashed,stash,VB,1
stampede,80488,stampede,stamped,NN,1
undersea,81306,undersea,undersea,NN,1
stalljunge,134676,stalljunge,stalljung,NN,1
taisho,1088,taisho,taisho,NN,1
reliquie,72664,reliquie,reliqui,NN,1
underemployment,113747,underemployment,underemploy,NN,1
superstar,77609,superstar,superstar,NN,1
static,978,static,static,JJ,1
suresh,3943,suresh,suresh,NN,1
starfire,7273,starfire,starfir,NN,1
ritualize,77296,ritualized,ritual,VB,1
relatonship,130809,relatonship,relatonship,NN,1
relaxation,93019,relaxation,relax,NN,1
starfighter,57192,starfighter,starfight,NN,1
underbelly,16533,underbelly,underbelli,RB,1
watermelon,113436,watermelon,watermelon,NN,1
voldemort,17854,voldemort,voldemort,NN,1
yemen,55469,yemen,yemen,NN,1
stay,106104,stay,stay,NN,1
walt,19465,walt,walt,NN,1
yin,115330,yin,yin,NN,1
tam,73915,tam,tam,NN,1
supervisor,101865,supervisor,supervisor,NN,1
yihad,43507,yihad,yihad,NN,1
statesman,18525,statesman,statesman,NN,1
yiddish,1838,yiddish,yiddish,NN,1
vanished,13678,vanished,vanish,NN,1
usurper,119410,usurper,usurp,NN,1
yarn,8370,yarn,yarn,NN,1
supplier,134976,supplier,supplier,NN,1
suppe,113874,suppe,supp,NN,1
taker,97482,taker,taker,NN,1
vanish,32327,vanishing,vanish,VB,1
waverly,105858,waverly,waverli,RB,1
relief,24791,relief,relief,NN,1
riverboat,48201,riverboat,riverboat,NN,1
rei,82995,rei,rei,NN,1
superman,1607,superman,superman,NN,1
superglue,127414,superglue,superglu,NN,1
varanasi,105435,varanasi,varanasi,NN,1
rimini,92750,rimini,rimini,NN,1
tallinn,112,tallinn,tallinn,NN,1
supersymetry,50487,supersymetry,supersymetri,NN,1
underclass,97677,underclass,underclass,NN,1
weakness,87254,weakness,weak,NN,1
utakon,36879,utakon,utakon,NN,1
taiwanese,76491,taiwanese,taiwanes,JJ,1
understand,124937,understanding,understand,VB,1
uso,19203,uso,uso,NN,1
uxoricide,86566,uxoricide,uxoricid,NN,1
stasis,53405,stasis,stasi,NN,1
righteous,105044,righteous,righteou,JJ,1
reiki,52125,reiki,reiki,NN,1
yellowstone,107287,yellowstone,yellowston,NN,1
stayathome,96014,stayathome,stayathom,NN,1
riesen,91486,riesen,riesen,NN,1
rig,65384,rig,rig,NN,1
stardom,97299,stardom,stardom,NN,1
riesenipod,94620,riesenipod,riesenipod,NN,1
riesenmonster,91492,riesenmonster,riesenmonst,NN,1
suppression,53846,suppression,suppress,NN,1
waltz,80489,waltzing,waltz,VB,1
zip,67258,zip,zip,NN,1
subculture,114599,subculture,subcultur,NN,1
yoda,121170,yoda,yoda,NN,1
synching,110797,synching,synch,VB,1
streetball,14036,streetball,streetbal,NN,1
symbology,25809,symbology,symbolog,NN,1
reprioritizing,133519,reprioritizing,repriorit,VB,1
wat,127226,wat,wat,NN,1
strict,112463,strict,strict,NN,1
yurei,92149,yurei,yurei,NN,1
vreemdgaan,119916,vreemdgaan,vreemdgaan,NN,1
strife,64469,strife,strife,NN,1
unkillable,55841,unkillable,unkil,JJ,1
stringer,40598,stringer,stringer,NN,1
successor,132762,successor,successor,NN,1
striper,100508,striper,striper,NN,1
wasteland,11255,wasteland,wasteland,NN,1
strobe,110310,strobe,strobe,NN,1
symbiotic,1897,symbiotic,symbiot,JJ,1
stronghold,17211,stronghold,stronghold,NN,1
swaziland,108003,swaziland,swaziland,NN,1
yurt,118484,yurt,yurt,NN,1
sworm,124902,sworm,sworm,NN,1
structural,37178,structural,structur,JJ,1
zehlendorf,99735,zehlendorf,zehlendorf,NN,1
synagogue,128617,synagogue,synagogu,NN,1
watchmaker,136776,watchmaker,watchmak,NN,1
reload,102806,reload,reload,NN,1
upbringing,109031,upbringing,upbring,VB,1
yucatec,94220,yucatec,yucatec,NN,1
repetition,30576,repetition,repetit,NN,1
strasbourg,15995,strasbourg,strasbourg,NN,1
sudetenland,91646,sudetenland,sudetenland,NN,1
strategic,15461,strategic,strateg,JJ,1
replicant,125144,replicant,replic,NN,1
wager,128896,wager,wager,NN,1
zen,137200,zen,zen,NN,1
yukon,263,yukon,yukon,NN,1
unity,18717,unity,uniti,NN,1
sudanese,43410,sudanese,sudanes,JJ,1
ups,123205,ups,up,NN,1
vous,3616,vous,vou,JJ,1
retardation,74892,retardation,retard,NN,1
retail,105810,retail,retail,JJ,1
upload,40963,uploading,upload,VB,1
syndicales,16316,syndicales,syndical,NN,1
streak,116366,streaking,streak,VB,1
swarm,85850,swarms,swarm,NN,1
synchronization,43086,synchronization,synchron,NN,1
reprimand,68069,reprimand,reprimand,NN,1
subversion,110791,subversion,subvers,NN,1
stuart,12206,stuarts,stuart,NN,1
unlimited,22713,unlimited,unlimit,JJ,1
untouchable,9029,untouchables,untouch,NN,1
swept,53753,swept,swept,NN,1
response,49748,response,respons,NN,1
stutterer,79370,stutterer,stutter,NN,1
warmongering,75452,warmongering,warmong,VB,1
warn,122495,warning,warn,VB,1
stv,84906,stv,stv,NN,1
vulkan,107285,vulkan,vulkan,NN,1
resettlement,98454,resettlement,resettl,NN,1
stylist,70462,stylist,stylist,NN,1
zanzibar,137364,zanzibar,zanzibar,NN,1
unplugged,138035,unplugged,unplug,JJ,1
unprotected,86897,unprotected,unprotect,JJ,1
subjectivity,125974,subjectivity,subject,NN,1
styrso,86002,styrso,styrso,NN,1
swimwear,103219,swimwear,swimwear,NN,1
wackiness,112870,wackiness,wacki,NN,1
wacky,28435,wacky,wacki,NN,1
valiant,148,valiant,valiant,NN,1
unsent,74442,unsent,unsent,NN,1
wad,64055,wad,wad,NN,1
resignation,79829,resignation,resign,NN,1
subliminalxa,129334,subliminalxa,subliminalxa,NN,1
unspoken,23124,unspoken,unspoken,JJ,1
sweepstakes,48488,sweepstakes,sweepstak,NN,1
switchblade,129908,switchblade,switchblad,NN,1
republicanism,81795,republicanism,republican,NN,1
zagreb,126010,zagreb,zagreb,NN,1
sweat,83154,sweat,sweat,NN,1
unstable,22685,unstable,unstabl,JJ,1
unlucky,27569,unlucky,unlucki,JJ,1
subtext,56299,subtext,subtext,NN,1
switchboard,975,switchboard,switchboard,NN,1
rest,67106,rest,rest,NN,1
ressentiment,59903,ressentiment,ressenti,NN,1
sweatshop,94524,sweatshop,sweatshop,NN,1
submerge,55250,submerged,submerg,VB,1
stuntperson,114077,stuntperson,stuntperson,NN,1
unmarried,75480,unmarried,unmarri,JJ,1
subterranean,63179,subterranean,subterranean,NN,1
unorthodox,89063,unorthodox,unorthodox,NN,1
zambia,24451,zambia,zambia,NN,1
resposibility,33729,resposibility,respos,NN,1
subordination,32810,subordination,subordin,NN,1
stuntwoman,114076,stuntwoman,stuntwoman,NN,1
submissive,128392,submissive,submiss,NN,1
strangler,113853,strangler,strangler,NN,1
repentant,81207,repentant,repent,NN,1
suv,29145,suv,suv,NN,1
stitch,104251,stitches,stitch,NN,1
suspense,13448,suspense,suspens,NN,1
sunbathe,49970,sunbathing,sunbath,VB,1
rhinoceros,25311,rhinoceros,rhinocero,NN,1
rhine,106639,rhine,rhine,NN,1
rhapsody,87242,rhapsody,rhapsodi,NN,1
unfortunate,108958,unfortunate,unfortun,NN,1
tae,98380,tae,tae,NN,1
stich,75253,stich,stich,NN,1
summon,29039,summoning,summon,VB,1
tactical,11960,tactical,tactic,JJ,1
still,8453,still,still,RB,1
yongsan,15202,yongsan,yongsan,NN,1
tac,18422,tac,tac,NN,1
waterfront,103316,waterfront,waterfront,NN,1
removal,93446,removal,remov,NN,1
summertime,42749,summertime,summertim,NN,1
tablet,100454,tablet,tablet,NN,1
yonkers,13248,yonkers,yonker,NN,1
sting,17154,sting,sting,VB,1
table,55481,tables,tabl,NN,1
reneactment,37527,reneactment,reneact,NN,1
valak,25624,valak,valak,NN,1
yokohama,61215,yokohama,yokohama,NN,1
sundance,63557,sundance,sundanc,NN,1
tag,75882,tag,tag,NN,1
tahoe,11542,tahoe,taho,NN,1
suntan,84001,suntan,suntan,NN,1
stepford,124658,stepford,stepford,NN,1
sunshine,44291,sunshine,sunshin,NN,1
volga,91341,volga,volga,NN,1
rican,106272,rican,rican,JJ,1
zionism,104871,zionism,zionism,NN,1
rhythmic,30671,rhythmic,rhythmic,NN,1
rhythm,38790,rhythm,rhythm,NN,1
stereoscopic,29310,stereoscopic,stereoscop,NN,1
sunflower,88377,sunflower,sunflow,NN,1
sunscreen,83999,sunscreen,sunscreen,NN,1
rembrandt,92295,rembrandt,rembrandt,NN,1
unfinished,78266,unfinished,unfinish,JJ,1
remedy,96575,remedy,remedi,NN,1
remo,89729,remo,remo,NN,1
remodernist,63293,remodernist,remodernist,NN,1
sung,51802,sung,sung,NN,1
stevie,131595,stevie,stevi,NN,1
steward,87187,steward,steward,NN,1
stingy,27827,stingy,stingi,NN,1
revitalization,117788,revitalization,revit,NN,1
synthwave,3937,synthwave,synthwav,NN,1
stockade,134283,stockade,stockad,NN,1
zero,7490,zero,zero,NN,1
storem,124252,storem,storem,NN,1
unidentified,8953,unidentified,unidentifi,JJ,1
reue,130131,reue,reue,NN,1
suture,118683,suture,sutur,NN,1
unintentional,44875,unintentional,unintent,JJ,1
stormtrooper,18310,stormtrooper,stormtroop,NN,1
repairman,124071,repairman,repairman,NN,1
sufism,118243,sufism,sufism,NN,1
strafzettel,90352,strafzettel,strafzettel,NN,1
syracuse,82635,syracuse,syracus,NN,1
strain,64134,strained,strain,VB,1
straitjacket,95311,straitjacket,straitjacket,NN,1
suffragette,34657,suffragettes,suffragett,NN,1
zeppelin,6828,zeppelin,zeppelin,NN,1
suffrage,46810,suffrage,suffrag,NN,1
suffolk,21853,suffolk,suffolk,NN,1
ystad,72055,ystad,ystad,NN,1
warhol,97590,warhol,warhol,NN,1
suffocate,14671,suffocating,suffoc,VB,1
strangle,71180,strangle,strangl,NN,1
warhammer,70956,warhammer,warhamm,NN,1
syrian,10158,syrian,syrian,JJ,1
reveal,57081,revealed,reveal,VB,1
reno,124819,reno,reno,NN,1
renee,120753,renee,rene,NN,1
reviewer,51913,reviewers,review,NN,1
sulphur,126566,sulphur,sulphur,NN,1
unresolved,16881,unresolved,unresolv,JJ,1
szekely,78921,szekely,szeke,RB,1
renew,55699,renewing,renew,VB,1
stocking,29341,stockings,stock,NN,1
suspension,50654,suspension,suspens,NN,1
stomp,71139,stomp,stomp,NN,1
renoir,57671,renoir,renoir,NN,1
voorhees,52074,voorhees,voorhe,NN,1
waif,22871,waif,waif,NN,1
suite,19189,suite,suit,NN,1
stonecutter,132338,stonecutter,stonecutt,NN,1
urologist,45170,urologist,urologist,NN,1
sussex,2647,sussex,sussex,NN,1
youtube,16797,youtube,youtub,NN,1
urchin,84820,urchin,urchin,JJ,1
revenant,76346,revenant,reven,NN,1
watercolour,46032,watercolour,watercolour,NN,1
sukeban,101016,sukeban,sukeban,NN,1
sertao,6588,sertao,sertao,NN,1
vasara,38724,vasara,vasara,NN,1
scrabble,114269,scrabble,scrabbl,JJ,1
scotsman,22317,scotsman,scotsman,NN,1
tiburon,124623,tiburon,tiburon,NN,1
sigmund,60970,sigmund,sigmund,NN,1
sieu,4192,sieu,sieu,NN,1
worldly,47455,worldly,worldli,RB,1
tickle,29204,tickling,tickl,VB,1
scraper,27758,scraper,scraper,NN,1
tiffin,49414,tiffin,tiffin,NN,1
siena,120374,siena,siena,NN,1
sidecar,24524,sidecar,sidecar,NN,1
trapeze,137805,trapeze,trapez,NN,1
wildstorm,132213,wildstorm,wildstorm,NN,1
tide,68074,tide,tide,NN,1
william,127228,william,william,NN,1
worldwide,70622,worldwide,worldwid,NN,1
thylacine,83704,thylacine,thylacin,NN,1
traviata,127445,traviata,traviata,NN,1
treacher,18635,treacher,treacher,NN,1
thunderbird,111259,thunderbirds,thunderbird,NN,1
silencio,7893,silencio,silencio,NN,1
vii,55575,vii,vii,NN,1
silhouette,101559,silhouette,silhouett,NN,1
silk,90338,silk,silk,NN,1
verite,72098,verite,verit,NN,1
scold,59492,scolding,scold,VB,1
silla,120867,silla,silla,NN,1
treasury,13139,treasury,treasuri,NN,1
silly,90105,silly,silli,RB,1
verdun,110107,verdun,verdun,NN,1
silo,24366,silo,silo,NN,1
treaty,30881,treaty,treati,NN,1
tiffany,24915,tiffanys,tiffani,NN,1
sickle,112610,sickle,sickl,NN,1
shoulder,107685,shoulder,shoulder,NN,1
windmill,31265,windmill,windmil,NN,1
shredder,81862,shredder,shredder,NN,1
timothy,55053,timothy,timothi,NN,1
shrapnel,65485,shrapnel,shrapnel,NN,1
tinker,80999,tinker,tinker,NN,1
showman,18564,showman,showman,NN,1
showgirl,61399,showgirl,showgirl,NN,1
shouwa,122878,shouwa,shouwa,NN,1
willpower,3629,willpower,willpow,NN,1
viet,17891,viet,viet,NN,1
tiny,36395,tiny,tini,JJ,1
seabiscuit,116930,seabiscuit,seabiscuit,NN,1
seaman,86567,seaman,seaman,NN,1
workman,3469,workmen,workmen,NN,1
tip,49751,tipping,tip,VB,1
verne,109578,verne,vern,NN,1
shrew,25299,shrew,shrew,NN,1
shriekers,128650,shriekers,shrieker,NN,1
shrine,27478,shrine,shrine,NN,1
vietcong,119589,vietcong,vietcong,NN,1
timor,78970,timor,timor,NN,1
shrunken,138026,shrunken,shrunken,NN,1
scrooge,73430,scrooge,scroog,NN,1
scroll,116839,scroll,scroll,NN,1
timer,91996,timer,timer,NN,1
timemanipulation,7627,timemanipulation,timemanipul,NN,1
script,14396,script,script,NN,1
transsiberian,81778,transsiberian,transsiberian,JJ,1
screwdriver,52516,screwdriver,screwdriv,NN,1
sica,129228,sica,sica,NN,1
sichuan,125309,sichuan,sichuan,NN,1
wilson,52737,wilson,wilson,NN,1
scientifically,65988,scientifically,scientif,RB,1
similar,14576,similar,similar,JJ,1
simmons,71598,simmons,simmon,NN,1
saxon,45897,saxons,saxon,NN,1
wickedness,55638,wickedness,wicked,NN,1
widowed,125793,widowed,widow,NN,1
ska,120754,ska,ska,NN,1
triathlon,57332,triathlon,triathlon,NN,1
sitter,46270,sitter,sitter,NN,1
sawyer,66416,sawyer,sawyer,NN,1
sit,16203,sitting,sit,VB,1
simpatia,133156,simpatia,simpatia,NN,1
saxophonist,108835,saxophonist,saxophonist,NN,1
sistine,5490,sistine,sistin,NN,1
say,26215,saying,say,VB,1
scala,137426,scala,scala,NN,1
scald,85812,scalded,scald,VB,1
verdes,25047,verdes,verd,NN,1
theorem,127172,theorem,theorem,NN,1
wreckage,53312,wreckage,wreckag,NN,1
skelter,112646,skelter,skelter,NN,1
savage,40023,savage,savag,NN,1
theo,10053,theo,theo,NN,1
skid,12105,skid,skid,NN,1
skier,67945,skier,skier,NN,1
trident,18418,trident,trident,NN,1
trimaran,15125,trimaran,trimaran,NN,1
skill,107520,skills,skill,NN,1
saturn,12714,saturn,saturn,NN,1
vinegar,103578,vinegar,vinegar,NN,1
thaw,101449,thaw,thaw,NN,1
satirical,20397,satirical,satir,JJ,1
wright,58280,wright,wright,NN,1
venus,136781,venus,venu,NN,1
thatcher,61086,thatcher,thatcher,NN,1
triade,117479,triade,triad,NN,1
scan,90611,scan,scan,JJ,1
wrath,38913,wrath,wrath,NN,1
sinema,8046,sinema,sinema,NN,1
throat,94424,throat,throat,NN,1
wigan,72703,wigan,wigan,NN,1
simpler,36397,simpler,simpler,NN,1
simplicity,36400,simplicity,simplic,NN,1
threetoed,25296,threetoed,threeto,NN,1
treehouse,29723,treehouse,treehous,NN,1
sinaloa,11225,sinaloa,sinaloa,NN,1
worry,92005,worrying,worri,VB,1
vile,61619,vile,vile,NN,1
schematic,127896,schematic,schemat,JJ,1
scepticism,61037,scepticism,sceptic,NN,1
scepter,127888,scepter,scepter,NN,1
thrash,99814,thrash,thrash,NN,1
trek,14405,trek,trek,NN,1
wrack,102566,wrack,wrack,NN,1
trevi,116585,trevi,trevi,NN,1
singersongwriter,47843,singersongwriter,singersongwrit,NN,1
singlish,51798,singlish,singlish,NN,1
scatology,61623,scatology,scatolog,NN,1
wraith,23900,wraith,wraith,NN,1
scat,54086,scat,scat,NN,1
scary,68512,scary,scari,JJ,1
singularity,47022,singularity,singular,NN,1
scarcity,35694,scarcity,scarciti,NN,1
wienerwald,93495,wienerwald,wienerwald,NN,1
thomas,6614,thomas,thoma,NN,1
trestle,108933,trestle,trestl,NN,1
thirsty,30923,thirsty,thirsti,NN,1
sinti,23347,sinti,sinti,NN,1
scanner,40600,scanner,scanner,NN,1
windshield,82991,windshield,windshield,NN,1
transplantxa,56124,transplantxa,transplantxa,NN,1
skylight,33238,skylight,skylight,NN,1
sens,61756,senses,sens,NN,1
torturer,65212,torturer,tortur,NN,1
seminar,75258,seminar,seminar,NN,1
seminary,61030,seminary,seminari,JJ,1
senegalese,78121,senegalese,senegales,JJ,1
toss,86304,toss,toss,NN,1
trance,35993,trance,tranc,NN,1
trampolin,82270,trampolin,trampolin,NN,1
sensitivity,95310,sensitivity,sensit,NN,1
trample,80491,trampled,trampl,VB,1
touch,52121,touch,touch,NN,1
toulon,14105,toulon,toulon,NN,1
sensei,79544,sensei,sensei,NN,1
senseless,30287,senseless,senseless,NN,1
shadowy,24179,shadowy,shadowi,NN,1
videoclip,119697,videoclip,videoclip,NN,1
tortuga,115170,tortuga,tortuga,NN,1
shampoo,127750,shampoo,shampoo,NN,1
torso,89089,torso,torso,NN,1
torrente,105109,torrente,torrent,NN,1
selma,41596,selma,selma,NN,1
torn,82523,torn,torn,NN,1
tormentor,65214,tormentor,tormentor,NN,1
