id,title,release_date,genres,video_key,overview,trailer_url,keywords,popularity,vote_count,vote_average,n_keyf
22947,Up in the Air,2009-09-05,"['Drama', 'Romance']",rTL1FmvVCuA,"Corporate downsizing expert Ryan Bingham spends his life in planes, airports, and hotels, but just as he’s about to reach a milestone of ten million frequent flyer miles, he meets a woman who causes him to rethink his transient life.",https://www.youtube.com/watch?v=rTL1FmvVCuA,"['suitcase', 'business', 'omaha', 'las vegas', 'on the road', 'downsizing', 'cross country', 'videoconferencing', 'job termination', 'business trip', 'duringcreditsstinger']",14.380999999999998,2624,6.8,4824
13809,RockNRolla,2008-09-04,"['Action', 'Crime', 'Thriller']",TdpR8VuvbCM,"When a Russian mobster sets up a real estate scam that generates millions of pounds, various members of London's criminal underworld pursue their share of the fortune. Various shady characters, including Mr One-Two, Stella the accountant, and Johnny Quid, a druggie rock-star, try to claim their slice.",https://www.youtube.com/watch?v=TdpR8VuvbCM,"['london, england', 'gang leader', 'money', 'gang']",15.068,2013,6.9,4146
37735,Easy A,2010-09-16,['Comedy'],KNbPnqyvItk,"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",https://www.youtube.com/watch?v=KNbPnqyvItk,"['small town', 'lie', 'high school', 'school', 'loss of virginity', 'female protagonist', 'teen movie', 'high school student', 'teen comedy', 'intelligent', 'duringcreditsstinger', 'small town girl', 'rumor', 'teen drama', 'pretend relationship', 'gay friends']",18.374000000000002,5384,6.8,4992
7735,The Wave,2008-03-11,"['Drama', 'Thriller']",JbTkdqYivuw,A school teacher discusses types of government with his class. His students find it too boring to repeatedly go over national socialism and believe that dictatorship cannot be established in modern Germany. He starts an experiment to show how easily the masses can become manipulated.,https://www.youtube.com/watch?v=JbTkdqYivuw,"['dictator', 'trainer', 'classroom', 'experiment', 'fascism', 'group dynamics', 'education', 'national socialism', 'training', 'squatter', 'anarchist', 'gymnasium', 'high school', 'learning and teaching', 'violence in schools', 'homepage', 'high school teacher', 'water polo', 'autocracy']",11.069,2364,7.5,4878
7552,Fun with Dick and Jane,2005-12-21,['Comedy'],ldbkr2eN6qk,"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.",https://www.youtube.com/watch?v=ldbkr2eN6qk,"['based on novel or book', 'robber', 'hold-up robbery', 'remake', 'suburbia', 'loss of job', 'humiliation', 'unemployment', 'bankruptcy', 'travel agent', 'riches to rags', 'bearer bonds', 'comeuppance']",14.852,1659,6.1,4194
12445,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,"['Fantasy', 'Adventure']",mObK5XD8udk,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",https://www.youtube.com/watch?v=mObK5XD8udk,"['self sacrifice', 'magic', 'sorcerer', 'school', 'wizard', 'based on young adult novel']",101.814,15287,8.1,4347
9383,Hollow Man,2000-08-04,"['Action', 'Science Fiction', 'Thriller']",mAk4Dxie3tc,"Cocky researcher, Sebastian Caine is working on a project to make living creatures invisible and he's so confident he's found the right formula that he tests it on himself and soon begins to vanish. The only problem is – no-one can determine how to make him visible again. Caine's predicament eventually drives him mad, with terrifying results.",https://www.youtube.com/watch?v=mAk4Dxie3tc,"['killing', 'experiment', 'scientist', 'invisible person']",18.0,1704,5.9,4671
462,Erin Brockovich,2000-03-17,['Drama'],keZXGaDvK2s,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",https://www.youtube.com/watch?v=keZXGaDvK2s,"['biography', 'based on a true story', 'single mother', 'water pollution', 'environmental law', 'corporate negligence']",12.511,2093,7.4,4185
284052,Doctor Strange,2016-10-25,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",HSzx-zryEgM,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",https://www.youtube.com/watch?v=HSzx-zryEgM,"['magic', 'time', 'training', 'superhero', 'based on comic', 'sorcerer', 'doctor', 'neurosurgeon', 'wizard', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe']",120.305,16478,7.4,4143
14306,Marley & Me,2008-12-25,"['Comedy', 'Family']",KR5UBtAxseo,"A newly married couple who, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog.",https://www.youtube.com/watch?v=KR5UBtAxseo,"['journalist', 'based on novel or book', 'puppy', 'love', 'dog', 'duringcreditsstinger', 'columnist', 'animal lead']",21.284000000000002,3555,7.2,4650
19912,The Final Destination,2009-08-26,"['Horror', 'Mystery']",I3s-Ca73utM,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",https://www.youtube.com/watch?v=I3s-Ca73utM,"['car race', 'dying and death', 'plan', 'stock car racing', 'car crash', 'premonition', 'gore', 'vision']",33.294000000000004,2200,5.6,4299
50348,The Lincoln Lawyer,2011-03-17,"['Crime', 'Drama', 'Thriller']",IFwE3UgCMIk,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,https://www.youtube.com/watch?v=IFwE3UgCMIk,"['upper class', 'prostitute', 'based on novel or book', 'judge', 'homicide', 'arrest', 'video surveillance', 'jury', 'lawyer', 'private investigator', 'crime scene', 'courtroom', 'beverly hills', 'courtroom drama', 'bail hearing']",12.190999999999999,2106,7.2,4482
11130,The Princess Diaries 2: Royal Engagement,2004-08-06,"['Comedy', 'Drama', 'Family', 'Romance']",iemU7EUQgmo,"Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the crown as queen earlier than expected...",https://www.youtube.com/watch?v=iemU7EUQgmo,"['coronation', 'duty', 'marriage', 'falling in love']",17.976,2490,6.6,4035
49018,Insidious,2010-09-13,"['Horror', 'Thriller']",IfcHoXTlMX0,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",https://www.youtube.com/watch?v=IfcHoXTlMX0,"['medium', 'evil spirit', 'house warming', 'aftercreditsstinger', 'supernatural power']",45.806000000000004,4795,6.9,4017
767,Harry Potter and the Half-Blood Prince,2009-07-07,"['Adventure', 'Fantasy']",JYLdTuL9Wjw,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",https://www.youtube.com/watch?v=JYLdTuL9Wjw,"['witch', 'magic', 'school of witchcraft', 'apparition', 'teenage crush', 'school', 'werewolf', 'wizard', 'based on young adult novel']",113.40100000000001,14211,7.7,4293
60935,The Thing,2011-10-12,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",JIdw2B6zipc,"When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller.",https://www.youtube.com/watch?v=JIdw2B6zipc,"['based on novel or book', 'paranoia', 'research station', 'alien life-form', 'prequel', 'antarctica', 'blizzard', 'duringcreditsstinger']",25.924,1984,6.1,4083
3432,Mr. Brooks,2007-06-01,"['Crime', 'Thriller']",hXfbVIFc6t4,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,https://www.youtube.com/watch?v=hXfbVIFc6t4,"['secret', 'witness', 'investigation', 'psychopath', 'alter ego', 'murder', 'serial killer', 'female detective']",13.982999999999999,1171,6.9,4095
186,Lucky Number Slevin,2006-02-24,"['Drama', 'Thriller', 'Crime', 'Mystery']",mGQmSCQrKKQ,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. A film with many twists and turns.",https://www.youtube.com/watch?v=mGQmSCQrKKQ,"['assassination', 'assassin', 'identity', 'sniper', 'fbi', 'mistake in person', 'gangster', 'gambling debt', 'boss', 'murder', 'sniper rifle', 'horse racing', 'gambler', 'hoodlum', 'black men']",14.229000000000001,2958,7.5,4404
205,Hotel Rwanda,2004-03-04,"['Drama', 'History', 'War']",j2vMvyQeb1U,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",https://www.youtube.com/watch?v=j2vMvyQeb1U,"['rwanda', 'refugee', 'refugee camp', 'militia', 'rwandan genocide', 'murder', 'slaughter', 'dead body', 'atrocity', 'african', 'cruelty', 'violence', 'united nations', 'death']",15.597999999999999,1958,7.7,4152
14047,The Great Debaters,2007-12-27,['Drama'],IN2AGZThL-8,The true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog African-American college students into a historical powerhouse that took on the Harvard elite.,https://www.youtube.com/watch?v=IN2AGZThL-8,['biography'],10.051,386,7.2,4887
168672,American Hustle,2013-12-12,"['Drama', 'Crime']",hk3Bzss8hYI,"A conman and his seductive partner are forced to work for a wild FBI agent, who pushes them into a world of Jersey power-brokers and the Mafia.",https://www.youtube.com/watch?v=hk3Bzss8hYI,"['new jersey', '1970s', 'fbi', 'mayor', 'history', 'con artist', 'scam', 'mobster', 'hair', 'century']",17.225,5674,6.8,4302
45317,The Fighter,2010-12-17,['Drama'],LRIZ4mCi5Ps,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",https://www.youtube.com/watch?v=LRIZ4mCi5Ps,"['irish-american', 'boxer', 'biography', 'sports', 'lowell massachusetts', 'blue collar worker', 'church bells', 'documentary filmmaking', 'boxer shorts', 'jumping rope', 'shadow boxing', 'duringcreditsstinger']",16.041,3147,7.4,4311
2295,Clerks II,2006-07-21,['Comedy'],JeAgPiCi94o,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",https://www.youtube.com/watch?v=JeAgPiCi94o,"['independent film', 'aftercreditsstinger', 'duringcreditsstinger']",10.357999999999999,890,6.9,4080
